2018年 医 保 药 品 目 录,,,,,,,,,,
,,,,,,,,,,,
序号,医保项目编码,医保项目名称,统计类别,目录等级,医疗目录,工伤目录,生育目录,普通人员支付类型,特殊人群支付类型,居民支付类型
7280,N331601004_03,单纯乳房皮下腺体切除保留乳头、乳晕术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7281,N331601005_01,乳腺癌根治术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7282,N331601005_02,乳腺癌根治植皮术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7283,N331601006_00,乳腺癌扩大根治术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7284,N331601007_00,乳房再造术,手术费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
7285,N331601008_00,乳腺癌根治+乳房再造术,手术费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
7286,N331601009_01,乳房再造术II期,手术费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
7287,N331601009_02,乳房带血管蒂的肌皮组织移植再造术II期,手术费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
7288,N331601009_03,乳房大网膜移植再造术II期,手术费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
7289,N331601010_01,乳头乳晕内陷畸形整形术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7290,N331601010_02,乳头乳晕再造术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7291,N331601011_00,隆乳术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7292,N331601012_00,隆乳术后继发畸形矫正术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7293,N331601013_00,乳腺假体取出术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7294,N331601014_01,巨乳缩小整形术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7295,N331601014_02,垂乳畸形矫正术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7296,N331602001_00,脓肿切开引流术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7297,N331602002_00,体表异物取出术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7298,N331602003_01,胼胝病变切除修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7299,N331602003_02,胼胝病变切除植皮修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7300,N331602004_01,浅表肿物切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7301,N331602004_02,浅表肿物激光切除手术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7302,N331602005_01,海绵状血管瘤切除术--大,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7303,N331602005_02,海绵状血管瘤切除植皮术--大,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7304,N331602005_03,海绵状血管瘤激光切除术--大,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7305,N331602006_01,海绵状血管瘤切除术--中,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7306,N331602006_02,海绵状血管瘤切除植皮术--中,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7307,N331602006_03,海绵状血管瘤激光切除术--中,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7308,N331602007_01,海绵状血管瘤切除植皮术--小,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7309,N331602007_02,海绵状血管瘤激光切除术--小,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7310,N331602007_03,海绵状血管瘤切除术--小,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7311,N331602008_03,脂肪抽吸术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7312,N331602009_00,头皮撕脱清创修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7313,N331602010_00,头皮缺损修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7314,N331602011_00,腋臭切除术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7315,N331602012_00,颈部开放性损伤探查术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7316,N331602013_00,皮肤恶性肿瘤切除术,治疗费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7317,N331603001_00,烧伤焦痂切开减张术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7318,N331603002_00,烧伤扩创术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7319,N331603003_00,烧伤血管破裂出血血管修补缝合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7320,N331603004_00,深度烧伤扩创血管神经探查术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7321,N331603005_00,颅骨烧伤凿骨扩创术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7322,N331603006_01,深度烧伤截肢术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7323,N331603006_02,深度冻伤截肢术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7324,N331603007_00,经烧伤创面气管切开术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7325,N331603008_00,经烧伤创面静脉切开术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7326,N331603009_00,切痂术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7327,N331603010_00,削痂术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7328,N331603011_00,取皮术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7329,N331603012_00,头皮取皮术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7330,N331603013_00,网状自体皮制备,治疗费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7331,N331603014_00,微粒自体皮制备,治疗费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7332,N331603015_00,自体皮细胞悬液制备,治疗费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7333,N331603016_00,异体皮制备,治疗费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7334,N331603017_01,烧伤特殊备皮,治疗费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7335,N331603017_02,头部头皮备皮,治疗费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7336,N331603017_03,瘢痕部位备皮,治疗费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7337,N331603018_01,异体血管制备,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7338,N331603018_02,异体神经制备,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7339,N331603018_03,异体肌腱制备,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7340,N331603018_04,异体筋膜制备,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7341,N331603018_05,异体骨制备,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7342,N331603019_00,磨痂自体皮移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7343,N331603020_00,焦痂开窗植皮术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7344,N331603021_00,异体皮打洞嵌植自体皮术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7345,N331603022_01,切(削)痂自体微粒皮移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7346,N331603022_02,切(削)痂自体皮浆移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7347,N331603023_01,切(削)痂网状自体皮移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7348,N331603023_02,切(削)痂网状自体皮浆移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7349,N331603024_00,体外细胞培养皮肤细胞移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7350,N331603025_00,烧伤肉芽创面扩创植皮术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7351,N331603026_00,自体皮移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7352,N331603027_00,异体皮移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7353,N331603028_01,带毛囊游离皮肤移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7354,N331603028_02,带毛囊游离眉毛移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7355,N331603029_00,带真皮血管网游离皮片切取术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7356,N331603030_01,游离皮片移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7357,N331603030_02,游离刃厚皮片移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7358,N331603030_03,游离中厚皮片移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7359,N331603030_04,游离全厚皮片移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7360,N331603030_05,游离瘢痕皮片移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7361,N331603030_06,游离反鼓取皮移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7362,N331603031_00,皮肤撕脱反取皮回植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7363,N331603032_00,颜面切痂植皮术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7364,N331603033_00,胸部切削痂自体皮移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7365,N331603034_01,烧伤截指术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7366,N331603034_02,烧伤截趾术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7367,N331603034_03,冻伤截指(趾)术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7368,N331603035_00,手部扩创延期植皮术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7369,N331603036_00,全手切削痂植皮术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7370,N331603037_00,手背切削痂植皮术,检查费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7371,N331603038_00,手烧伤扩创交臂皮瓣修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7372,N331603039_01,手烧伤扩创胸皮瓣修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7373,N331603039_02,手烧伤扩创腹皮瓣修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7374,N331603040_01,小腿烧伤扩创交腿皮瓣修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7375,N331603040_02,足烧伤扩创交腿皮瓣修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7376,N331603041_00,深度烧伤扩创关节成型术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7377,N331603042_00,深度烧伤死骨摘除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7378,N331603043_00,肌腱移植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7379,N331603044_00,烧伤后肌腱延长术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7380,N331603045_01,皮肤扩张器取出术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7381,N331603045_02,皮肤支撑物置入取出术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
